no_attrib,scaling,test_size,activation,optimiser,no_epochs,batch_size,loss
1,True,0.3,linear,sgd,100,10,
2,True,0.3,linear,sgd,100,10,
3,True,0.3,linear,sgd,100,10,
4,True,0.3,linear,sgd,100,10,
5,True,0.3,linear,sgd,100,10,
6,True,0.3,linear,sgd,100,10,
7,True,0.3,linear,sgd,100,10,
8,True,0.3,linear,sgd,100,10,
9,True,0.3,linear,sgd,100,10,
10,True,0.3,linear,sgd,100,10,
11,True,0.3,linear,sgd,100,10,
1,True,0.3,relu,adam,100,10,50.151810093929896
2,True,0.3,relu,adam,100,10,21.97131377772281
3,True,0.3,relu,adam,100,10,17.09272033289859
4,True,0.3,relu,adam,100,10,18.6892348841617
5,True,0.3,relu,adam,100,10,43.85668614036158
6,True,0.3,relu,adam,100,10,33.252558858771074
7,True,0.3,relu,adam,100,10,31.98274261073062
8,True,0.3,relu,adam,100,10,49.34170231066252
9,True,0.3,relu,adam,100,10,25.97707808645148
10,True,0.3,relu,adam,100,10,34.87670627393221
11,True,0.3,relu,adam,100,10,35.27505533318771
1,True,0.3,tanh,adam,100,10,105.66451925980418
2,True,0.3,tanh,adam,100,10,17.510512050829437
3,True,0.3,tanh,adam,100,10,25.182828451457777
4,True,0.3,tanh,adam,100,10,31.467252831710013
5,True,0.3,tanh,adam,100,10,84.67044428775185
6,True,0.3,tanh,adam,100,10,82.34729726690995
7,True,0.3,tanh,adam,100,10,99.5630316483347
8,True,0.3,tanh,adam,100,10,102.33214247854133
9,True,0.3,tanh,adam,100,10,47.645125138132194
10,True,0.3,tanh,adam,100,10,78.20327236777858
11,True,0.3,tanh,adam,100,10,50.815063075015416
1,True,0.3,sigmoid,adam,100,10,43.92074193452534
2,True,0.3,sigmoid,adam,100,10,33.14573508814762
3,True,0.3,sigmoid,adam,100,10,27.58474179318077
4,True,0.3,sigmoid,adam,100,10,32.02449186224686
5,True,0.3,sigmoid,adam,100,10,87.1638452630294
6,True,0.3,sigmoid,adam,100,10,66.26274751362048
7,True,0.3,sigmoid,adam,100,10,44.28454991390831
8,True,0.3,sigmoid,adam,100,10,78.2782365899337
9,True,0.3,sigmoid,adam,100,10,85.36230910451789
10,True,0.3,sigmoid,adam,100,10,41.197650256909824
11,True,0.3,sigmoid,adam,100,10,54.09448001259252
1,True,0.3,exponential,adam,100,10,415301.4137219881
2,True,0.3,exponential,adam,100,10,12466.705412212172
3,True,0.3,exponential,adam,100,10,7745860.72368421
4,True,0.3,exponential,adam,100,10,169118526948190.3
5,True,0.3,exponential,adam,100,10,
6,True,0.3,exponential,adam,100,10,
7,True,0.3,exponential,adam,100,10,
8,True,0.3,exponential,adam,100,10,
9,True,0.3,exponential,adam,100,10,
10,True,0.3,exponential,adam,100,10,
11,True,0.3,exponential,adam,100,10,
1,True,0.3,elu,adam,100,10,33.64498178582443
2,True,0.3,elu,adam,100,10,19.499452089008532
3,True,0.3,elu,adam,100,10,21.955696708277653
4,True,0.3,elu,adam,100,10,20.766707470542507
5,True,0.3,elu,adam,100,10,24.289857563219574
6,True,0.3,elu,adam,100,10,29.0537412041112
7,True,0.3,elu,adam,100,10,23.90030288696289
8,True,0.3,elu,adam,100,10,22.333925447965925
9,True,0.3,elu,adam,100,10,27.41362190246582
10,True,0.3,elu,adam,100,10,36.12495422363281
11,True,0.3,elu,adam,100,10,34.806631790964225
1,True,0.3,linear,adam,100,10,30.083831987882917
2,True,0.3,linear,adam,100,10,28.28905547292609
3,True,0.3,linear,adam,100,10,24.200048145494964
4,True,0.3,linear,adam,100,10,17.894050296984222
5,True,0.3,linear,adam,100,10,31.373523310611123
6,True,0.3,linear,adam,100,10,40.387550354003906
7,True,0.3,linear,adam,100,10,41.263750979774876
8,True,0.3,linear,adam,100,10,46.98578382793226
9,True,0.3,linear,adam,100,10,32.85329979344418
10,True,0.3,linear,adam,100,10,32.139244179976615
11,True,0.3,linear,adam,100,10,35.72855658280222
1,True,0.3,relu,sgd,100,10,81.58298873901367
2,True,0.3,relu,sgd,100,10,84.9072598909077
3,True,0.3,relu,sgd,100,10,97.63957776521382
4,True,0.3,relu,sgd,100,10,68.62314806486431
5,True,0.3,relu,sgd,100,10,100.67064626593339
6,True,0.3,relu,sgd,100,10,92.75389661287007
7,True,0.3,relu,sgd,100,10,80.28463504188939
8,True,0.3,relu,sgd,100,10,103.1684734946803
9,True,0.3,relu,sgd,100,10,84.58104585346423
10,True,0.3,relu,sgd,100,10,
11,True,0.3,relu,sgd,100,10,
1,True,0.3,tanh,sgd,100,10,92.62600185996608
2,True,0.3,tanh,sgd,100,10,27.821754756726715
3,True,0.3,tanh,sgd,100,10,43.77893387643915
4,True,0.3,tanh,sgd,100,10,75.2376439947831
5,True,0.3,tanh,sgd,100,10,98.1537383230109
6,True,0.3,tanh,sgd,100,10,87.14566762823807
7,True,0.3,tanh,sgd,100,10,89.10340680574116
8,True,0.3,tanh,sgd,100,10,66.16107498972039
9,True,0.3,tanh,sgd,100,10,84.43819146407277
10,True,0.3,tanh,sgd,100,10,83.8122040598016
11,True,0.3,tanh,sgd,100,10,89.33447225470292
1,True,0.3,sigmoid,sgd,100,10,80.09381605449475
2,True,0.3,sigmoid,sgd,100,10,43.519383681447884
3,True,0.3,sigmoid,sgd,100,10,32.83715007179662
4,True,0.3,sigmoid,sgd,100,10,38.51079509132787
5,True,0.3,sigmoid,sgd,100,10,84.70179407220138
6,True,0.3,sigmoid,sgd,100,10,84.79654251901727
7,True,0.3,sigmoid,sgd,100,10,86.8940514012387
8,True,0.3,sigmoid,sgd,100,10,96.22501774838096
9,True,0.3,sigmoid,sgd,100,10,91.79964085629112
10,True,0.3,sigmoid,sgd,100,10,66.88468973260177
11,True,0.3,sigmoid,sgd,100,10,81.56020576075504
1,True,0.3,exponential,sgd,100,10,
2,True,0.3,exponential,sgd,100,10,
3,True,0.3,exponential,sgd,100,10,
4,True,0.3,exponential,sgd,100,10,
5,True,0.3,exponential,sgd,100,10,
6,True,0.3,exponential,sgd,100,10,
7,True,0.3,exponential,sgd,100,10,
8,True,0.3,exponential,sgd,100,10,
9,True,0.3,exponential,sgd,100,10,
10,True,0.3,exponential,sgd,100,10,
11,True,0.3,exponential,sgd,100,10,
1,True,0.3,elu,sgd,100,10,
2,True,0.3,elu,sgd,100,10,
3,True,0.3,elu,sgd,100,10,2.8147505695872916e+16
4,True,0.3,elu,sgd,100,10,
5,True,0.3,elu,sgd,100,10,
6,True,0.3,elu,sgd,100,10,2.8823037615171174e+19
7,True,0.3,elu,sgd,100,10,305673.9654605263
8,True,0.3,elu,sgd,100,10,
9,True,0.3,elu,sgd,100,10,
10,True,0.3,elu,sgd,100,10,
11,True,0.3,elu,sgd,100,10,
1,True,0.3,linear,sgd,100,10,
2,True,0.3,linear,sgd,100,10,
3,True,0.3,linear,sgd,100,10,
4,True,0.3,linear,sgd,100,10,
5,True,0.3,linear,sgd,100,10,
6,True,0.3,linear,sgd,100,10,
7,True,0.3,linear,sgd,100,10,
8,True,0.3,linear,sgd,100,10,
9,True,0.3,linear,sgd,100,10,
10,True,0.3,linear,sgd,100,10,
11,True,0.3,linear,sgd,100,10,
1,True,0.3,relu,adam,100,10,50.151810093929896
2,True,0.3,relu,adam,100,10,21.97131377772281
3,True,0.3,relu,adam,100,10,17.09272033289859
4,True,0.3,relu,adam,100,10,18.6892348841617
5,True,0.3,relu,adam,100,10,43.85668614036158
6,True,0.3,relu,adam,100,10,33.252558858771074
7,True,0.3,relu,adam,100,10,31.98274261073062
8,True,0.3,relu,adam,100,10,49.34170231066252
9,True,0.3,relu,adam,100,10,25.97707808645148
10,True,0.3,relu,adam,100,10,34.87670627393221
11,True,0.3,relu,adam,100,10,35.27505533318771
1,True,0.3,tanh,adam,100,10,105.66451925980418
2,True,0.3,tanh,adam,100,10,17.510512050829437
3,True,0.3,tanh,adam,100,10,25.182828451457777
4,True,0.3,tanh,adam,100,10,31.467252831710013
5,True,0.3,tanh,adam,100,10,84.67044428775185
6,True,0.3,tanh,adam,100,10,82.34729726690995
7,True,0.3,tanh,adam,100,10,99.5630316483347
8,True,0.3,tanh,adam,100,10,102.33214247854133
9,True,0.3,tanh,adam,100,10,47.645125138132194
10,True,0.3,tanh,adam,100,10,78.20327236777858
11,True,0.3,tanh,adam,100,10,50.815063075015416
1,True,0.3,sigmoid,adam,100,10,43.92074193452534
2,True,0.3,sigmoid,adam,100,10,33.14573508814762
3,True,0.3,sigmoid,adam,100,10,27.58474179318077
4,True,0.3,sigmoid,adam,100,10,32.02449186224686
5,True,0.3,sigmoid,adam,100,10,87.1638452630294
6,True,0.3,sigmoid,adam,100,10,66.26274751362048
7,True,0.3,sigmoid,adam,100,10,44.28454991390831
8,True,0.3,sigmoid,adam,100,10,78.2782365899337
9,True,0.3,sigmoid,adam,100,10,85.36230910451789
10,True,0.3,sigmoid,adam,100,10,41.197650256909824
11,True,0.3,sigmoid,adam,100,10,54.09448001259252
1,True,0.3,exponential,adam,100,10,415301.4137219881
2,True,0.3,exponential,adam,100,10,12466.705412212172
3,True,0.3,exponential,adam,100,10,7745860.72368421
4,True,0.3,exponential,adam,100,10,169118526948190.3
5,True,0.3,exponential,adam,100,10,
6,True,0.3,exponential,adam,100,10,
7,True,0.3,exponential,adam,100,10,
8,True,0.3,exponential,adam,100,10,
9,True,0.3,exponential,adam,100,10,
10,True,0.3,exponential,adam,100,10,
11,True,0.3,exponential,adam,100,10,
1,True,0.3,elu,adam,100,10,33.64498178582443
2,True,0.3,elu,adam,100,10,19.499452089008532
3,True,0.3,elu,adam,100,10,21.955696708277653
4,True,0.3,elu,adam,100,10,20.766707470542507
5,True,0.3,elu,adam,100,10,24.289857563219574
6,True,0.3,elu,adam,100,10,29.0537412041112
7,True,0.3,elu,adam,100,10,23.90030288696289
8,True,0.3,elu,adam,100,10,22.333925447965925
9,True,0.3,elu,adam,100,10,27.41362190246582
10,True,0.3,elu,adam,100,10,36.12495422363281
11,True,0.3,elu,adam,100,10,34.806631790964225
1,True,0.3,linear,adam,100,10,30.083831987882917
2,True,0.3,linear,adam,100,10,28.28905547292609
3,True,0.3,linear,adam,100,10,24.200048145494964
4,True,0.3,linear,adam,100,10,17.894050296984222
5,True,0.3,linear,adam,100,10,31.373523310611123
6,True,0.3,linear,adam,100,10,40.387550354003906
7,True,0.3,linear,adam,100,10,41.263750979774876
8,True,0.3,linear,adam,100,10,46.98578382793226
9,True,0.3,linear,adam,100,10,32.85329979344418
10,True,0.3,linear,adam,100,10,32.139244179976615
11,True,0.3,linear,adam,100,10,35.72855658280222
1,True,0.3,relu,nadam,100,10,32.72748445209704
2,True,0.3,relu,nadam,100,10,38.22250546907124
3,True,0.3,relu,nadam,100,10,21.268762488114206
4,True,0.3,relu,nadam,100,10,19.08795502311305
5,True,0.3,relu,nadam,100,10,43.11339057119269
6,True,0.3,relu,nadam,100,10,17.102250751696136
7,True,0.3,relu,nadam,100,10,38.29442435816715
8,True,0.3,relu,nadam,100,10,26.392080056039912
9,True,0.3,relu,nadam,100,10,33.63305493404991
10,True,0.3,relu,nadam,100,10,24.250784221448395
11,True,0.3,relu,nadam,100,10,23.641848714728106
1,True,0.3,tanh,nadam,100,10,106.21217948512027
2,True,0.3,tanh,nadam,100,10,26.38128621954667
3,True,0.3,tanh,nadam,100,10,27.359149732087786
4,True,0.3,tanh,nadam,100,10,24.54662127243845
5,True,0.3,tanh,nadam,100,10,41.932503148129115
6,True,0.3,tanh,nadam,100,10,86.40338516235352
7,True,0.3,tanh,nadam,100,10,49.096146031429896
8,True,0.3,tanh,nadam,100,10,69.3133380287572
9,True,0.3,tanh,nadam,100,10,80.92950499685188
10,True,0.3,tanh,nadam,100,10,55.26190667403372
11,True,0.3,tanh,nadam,100,10,37.946195000096374
1,True,0.3,sigmoid,nadam,100,10,25.949463041205156
2,True,0.3,sigmoid,nadam,100,10,14.114522582606265
3,True,0.3,sigmoid,nadam,100,10,23.305343929089997
4,True,0.3,sigmoid,nadam,100,10,28.786907396818464
5,True,0.3,sigmoid,nadam,100,10,40.09344723350123
6,True,0.3,sigmoid,nadam,100,10,35.67636008011667
7,True,0.3,sigmoid,nadam,100,10,32.05516985843056
8,True,0.3,sigmoid,nadam,100,10,40.00167826602333
9,True,0.3,sigmoid,nadam,100,10,76.4818633230109
10,True,0.3,sigmoid,nadam,100,10,52.026663529245475
11,True,0.3,sigmoid,nadam,100,10,33.50586840980932
1,True,0.3,exponential,nadam,100,10,126446308.36184211
2,True,0.3,exponential,nadam,100,10,152267.39740953947
3,True,0.3,exponential,nadam,100,10,6154504.0
4,True,0.3,exponential,nadam,100,10,3657831589780.2104
5,True,0.3,exponential,nadam,100,10,
6,True,0.3,exponential,nadam,100,10,
7,True,0.3,exponential,nadam,100,10,
8,True,0.3,exponential,nadam,100,10,
9,True,0.3,exponential,nadam,100,10,
10,True,0.3,exponential,nadam,100,10,
11,True,0.3,exponential,nadam,100,10,
1,True,0.3,elu,nadam,100,10,25.14787402905916
2,True,0.3,elu,nadam,100,10,19.100939248737536
3,True,0.3,elu,nadam,100,10,29.80879733436986
4,True,0.3,elu,nadam,100,10,14.050358119763827
5,True,0.3,elu,nadam,100,10,33.14264397872122
6,True,0.3,elu,nadam,100,10,38.06434029027035
7,True,0.3,elu,nadam,100,10,22.10297343605443
8,True,0.3,elu,nadam,100,10,51.185066172951146
9,True,0.3,elu,nadam,100,10,30.635243265252363
10,True,0.3,elu,nadam,100,10,28.486048648231908
11,True,0.3,elu,nadam,100,10,30.691448061089766
1,True,0.3,linear,nadam,100,10,40.71878081873844
2,True,0.3,linear,nadam,100,10,36.22349066483347
3,True,0.3,linear,nadam,100,10,24.59929677059776
4,True,0.3,linear,nadam,100,10,29.503016471862793
5,True,0.3,linear,nadam,100,10,34.523487291837995
6,True,0.3,linear,nadam,100,10,36.79031853926809
7,True,0.3,linear,nadam,100,10,30.83128668132581
8,True,0.3,linear,nadam,100,10,49.236506612677324
9,True,0.3,linear,nadam,100,10,45.6668422096654
10,True,0.3,linear,nadam,100,10,31.06517390200966
11,True,0.3,linear,nadam,100,10,50.59474985223068
1,True,0.3,relu,sgd,100,10,81.58298873901367
2,True,0.3,relu,sgd,100,10,84.9072598909077
3,True,0.3,relu,sgd,100,10,97.63957776521382
4,True,0.3,relu,sgd,100,10,68.62314806486431
5,True,0.3,relu,sgd,100,10,100.67064626593339
6,True,0.3,relu,sgd,100,10,92.75389661287007
7,True,0.3,relu,sgd,100,10,80.28463504188939
8,True,0.3,relu,sgd,100,10,103.1684734946803
9,True,0.3,relu,sgd,100,10,84.58104585346423
10,True,0.3,relu,sgd,100,10,
11,True,0.3,relu,sgd,100,10,
1,True,0.3,tanh,sgd,100,10,92.62600185996608
2,True,0.3,tanh,sgd,100,10,27.821754756726715
3,True,0.3,tanh,sgd,100,10,43.77893387643915
4,True,0.3,tanh,sgd,100,10,75.2376439947831
5,True,0.3,tanh,sgd,100,10,98.1537383230109
6,True,0.3,tanh,sgd,100,10,87.14566762823807
7,True,0.3,tanh,sgd,100,10,89.10340680574116
8,True,0.3,tanh,sgd,100,10,66.16107498972039
9,True,0.3,tanh,sgd,100,10,84.43819146407277
10,True,0.3,tanh,sgd,100,10,83.8122040598016
11,True,0.3,tanh,sgd,100,10,89.33447225470292
1,True,0.3,sigmoid,sgd,100,10,80.09381605449475
2,True,0.3,sigmoid,sgd,100,10,43.519383681447884
3,True,0.3,sigmoid,sgd,100,10,32.83715007179662
4,True,0.3,sigmoid,sgd,100,10,38.51079509132787
5,True,0.3,sigmoid,sgd,100,10,84.70179407220138
6,True,0.3,sigmoid,sgd,100,10,84.79654251901727
7,True,0.3,sigmoid,sgd,100,10,86.8940514012387
8,True,0.3,sigmoid,sgd,100,10,96.22501774838096
9,True,0.3,sigmoid,sgd,100,10,91.79964085629112
10,True,0.3,sigmoid,sgd,100,10,66.88468973260177
11,True,0.3,sigmoid,sgd,100,10,81.56020576075504
1,True,0.3,exponential,sgd,100,10,
2,True,0.3,exponential,sgd,100,10,
3,True,0.3,exponential,sgd,100,10,
4,True,0.3,exponential,sgd,100,10,
5,True,0.3,exponential,sgd,100,10,
6,True,0.3,exponential,sgd,100,10,
7,True,0.3,exponential,sgd,100,10,
8,True,0.3,exponential,sgd,100,10,
9,True,0.3,exponential,sgd,100,10,
10,True,0.3,exponential,sgd,100,10,
11,True,0.3,exponential,sgd,100,10,
1,True,0.3,elu,sgd,100,10,
2,True,0.3,elu,sgd,100,10,
3,True,0.3,elu,sgd,100,10,2.8147505695872916e+16
4,True,0.3,elu,sgd,100,10,
5,True,0.3,elu,sgd,100,10,
6,True,0.3,elu,sgd,100,10,2.8823037615171174e+19
7,True,0.3,elu,sgd,100,10,305673.9654605263
8,True,0.3,elu,sgd,100,10,
9,True,0.3,elu,sgd,100,10,
10,True,0.3,elu,sgd,100,10,
11,True,0.3,elu,sgd,100,10,
1,True,0.3,linear,sgd,100,10,
2,True,0.3,linear,sgd,100,10,
3,True,0.3,linear,sgd,100,10,
4,True,0.3,linear,sgd,100,10,
5,True,0.3,linear,sgd,100,10,
6,True,0.3,linear,sgd,100,10,
7,True,0.3,linear,sgd,100,10,
8,True,0.3,linear,sgd,100,10,
9,True,0.3,linear,sgd,100,10,
10,True,0.3,linear,sgd,100,10,
11,True,0.3,linear,sgd,100,10,
1,True,0.3,relu,adam,100,10,50.151810093929896
2,True,0.3,relu,adam,100,10,21.97131377772281
3,True,0.3,relu,adam,100,10,17.09272033289859
4,True,0.3,relu,adam,100,10,18.6892348841617
5,True,0.3,relu,adam,100,10,43.85668614036158
6,True,0.3,relu,adam,100,10,33.252558858771074
7,True,0.3,relu,adam,100,10,31.98274261073062
8,True,0.3,relu,adam,100,10,49.34170231066252
9,True,0.3,relu,adam,100,10,25.97707808645148
10,True,0.3,relu,adam,100,10,34.87670627393221
11,True,0.3,relu,adam,100,10,35.27505533318771
1,True,0.3,tanh,adam,100,10,105.66451925980418
2,True,0.3,tanh,adam,100,10,17.510512050829437
3,True,0.3,tanh,adam,100,10,25.182828451457777
4,True,0.3,tanh,adam,100,10,31.467252831710013
5,True,0.3,tanh,adam,100,10,84.67044428775185
6,True,0.3,tanh,adam,100,10,82.34729726690995
7,True,0.3,tanh,adam,100,10,99.5630316483347
8,True,0.3,tanh,adam,100,10,102.33214247854133
9,True,0.3,tanh,adam,100,10,47.645125138132194
10,True,0.3,tanh,adam,100,10,78.20327236777858
11,True,0.3,tanh,adam,100,10,50.815063075015416
1,True,0.3,sigmoid,adam,100,10,43.92074193452534
2,True,0.3,sigmoid,adam,100,10,33.14573508814762
3,True,0.3,sigmoid,adam,100,10,27.58474179318077
4,True,0.3,sigmoid,adam,100,10,32.02449186224686
5,True,0.3,sigmoid,adam,100,10,87.1638452630294
6,True,0.3,sigmoid,adam,100,10,66.26274751362048
7,True,0.3,sigmoid,adam,100,10,44.28454991390831
8,True,0.3,sigmoid,adam,100,10,78.2782365899337
9,True,0.3,sigmoid,adam,100,10,85.36230910451789
10,True,0.3,sigmoid,adam,100,10,41.197650256909824
11,True,0.3,sigmoid,adam,100,10,54.09448001259252
1,True,0.3,exponential,adam,100,10,415301.4137219881
2,True,0.3,exponential,adam,100,10,12466.705412212172
3,True,0.3,exponential,adam,100,10,7745860.72368421
4,True,0.3,exponential,adam,100,10,169118526948190.3
5,True,0.3,exponential,adam,100,10,
6,True,0.3,exponential,adam,100,10,
7,True,0.3,exponential,adam,100,10,
8,True,0.3,exponential,adam,100,10,
9,True,0.3,exponential,adam,100,10,
10,True,0.3,exponential,adam,100,10,
11,True,0.3,exponential,adam,100,10,
1,True,0.3,elu,adam,100,10,33.64498178582443
2,True,0.3,elu,adam,100,10,19.499452089008532
3,True,0.3,elu,adam,100,10,21.955696708277653
4,True,0.3,elu,adam,100,10,20.766707470542507
5,True,0.3,elu,adam,100,10,24.289857563219574
6,True,0.3,elu,adam,100,10,29.0537412041112
7,True,0.3,elu,adam,100,10,23.90030288696289
8,True,0.3,elu,adam,100,10,22.333925447965925
9,True,0.3,elu,adam,100,10,27.41362190246582
10,True,0.3,elu,adam,100,10,36.12495422363281
11,True,0.3,elu,adam,100,10,34.806631790964225
1,True,0.3,linear,adam,100,10,30.083831987882917
2,True,0.3,linear,adam,100,10,28.28905547292609
3,True,0.3,linear,adam,100,10,24.200048145494964
4,True,0.3,linear,adam,100,10,17.894050296984222
5,True,0.3,linear,adam,100,10,31.373523310611123
6,True,0.3,linear,adam,100,10,40.387550354003906
7,True,0.3,linear,adam,100,10,41.263750979774876
8,True,0.3,linear,adam,100,10,46.98578382793226
9,True,0.3,linear,adam,100,10,32.85329979344418
10,True,0.3,linear,adam,100,10,32.139244179976615
11,True,0.3,linear,adam,100,10,35.72855658280222
1,True,0.3,relu,nadam,100,10,32.72748445209704
2,True,0.3,relu,nadam,100,10,38.22250546907124
3,True,0.3,relu,nadam,100,10,21.268762488114206
4,True,0.3,relu,nadam,100,10,19.08795502311305
5,True,0.3,relu,nadam,100,10,43.11339057119269
6,True,0.3,relu,nadam,100,10,17.102250751696136
7,True,0.3,relu,nadam,100,10,38.29442435816715
8,True,0.3,relu,nadam,100,10,26.392080056039912
9,True,0.3,relu,nadam,100,10,33.63305493404991
10,True,0.3,relu,nadam,100,10,24.250784221448395
11,True,0.3,relu,nadam,100,10,23.641848714728106
1,True,0.3,tanh,nadam,100,10,106.21217948512027
2,True,0.3,tanh,nadam,100,10,26.38128621954667
